ID,Name,DSM5 Criteria,Symptom of DSM5 Criteria,CUI,
S0332,frequent use of inappropriate questions or statements,A2,poorly integrated verbal communication,C0548554,
S0333,friendships,B4,adverse response to specific textures,C0178647,
S0334,full facial expression range,A2,lack of facial expressions,C0015457,
S0335,general disregard in social interaction,A1,failure to initiate social interactions,C0037420,
S0336,general loss of skills,A1,reduced sharing of interests,C4014590,
S0337,generally responsive to other childrens approaches,B4,adverse response to specific textures,C0564664,
S0338,great deal of echolalia,B4,unusual interest in sensory aspects of the environment,C2183453,
S0339,gross motor skills,A3,difficulties adjusting behavior,C1837658,
S0340,group play with peers,A3,absence of interest in peers,C1822065,
S0341,hair flicking,B4,excessive touching of objects,C0040953,
S0342,hair pulling,B4,excessive smelling,C0040953,
S0343,hand wiggling,A3,difficulties adjusting behavior,C0239846,
S0344,hand and finger mannerisms,A2,lack of facial expressions,C2678184,
S0345,hand flapping when agitated,A2,lack of facial expressions,C2170451,
S0346,hand flapping when excited,B1,repetitive motor movements,C2170451,
S0347,hand flapping,A2,poorly integrated verbal communication,C2170451,
S0348,hand movements,B1,repetitive motor movements,C2678184,
S0349,has about five words,B2,need to take same route,C0517108,
S0350,"has friends, but is socially inept",A3,absence of interest in peers,C2034390,
S0351,has great difficulty interacting with other children,A3,difficulties in making friends,C2702612,
S0352,has had profound language delay,A2,abnormalities in body language,C0233715,
S0353,has made few if any friends,A3,difficulties in making friends,C4064666,
S0354,has manifested stereotypic - like movements,B1,simple motor stereotypies,C0038273,
S0355,has partial response or indirect physical approach,A1,abnormal social approach,C0086439,
S0356,has social interaction with other children,A1,failure to initiate social interactions,C4064030,
S0357,has some language difficulties as well as flipping words in sentences and difficulty with pronunciation,A2,deficits in understanding and use of gestures,C2183468,
S0358,language difficulties,A3,difficulties in making friends,C0564213,
S0359,flipping words in sentences,B4,visual fascination with lights,C2010447,
S0360,difficulty with pronunciation,A2,abnormalities in body language,C2183468,
S0361,has to be drawn into interactions with other children,B4,unusual interest in sensory aspects of the environment,C0374529,
S0362,has to say one or more things in a special way,B2,need to take same route,C3259698,
S0363,has unusual sensory interest that takes up a major amount of time,B4,unusual interest in sensory aspects of the environment,C3827992,
S0364,has watched particular video 100-200 times,B4,visual fascination with lights,C0481372,
S0365,subject arranges subject's cars over and over again in lines,B4,unusual interest in sensory aspects of the environment,C0374529,
S0366,subject avoided eye contact with examiner,B4,unusual interest in sensory aspects of the environment,C0870532,
S0367,subject can become fixated on an activity to the point that it is impossible to redirect subject,B4,unusual interest in sensory aspects of the environment,C1971332,
S0368,subject cannot tolerate changes in subject's routine,B4,unusual interest in sensory aspects of the environment,C0374529,
S0369,subject did not initiate eye contact,A1,failure to initiate social interactions,C2317765,
S0370,subject did not provide any eye contact,A2,abnormalities in eye contact,C2317765,
S0371,subject does not spontaneously seek to share interests or achievements with other people,B4,unusual interest in sensory aspects of the environment,C4064036,
S0372,subject does not talk,B2,need to take same route,C2317765,
S0373,subject engages in little cooperative play,A1,failure to initiate social interactions,C4064319,
S0374,subject has a fascination with objects,B4,visual fascination with movement,C0233715,
S0375,subject has no social interaction with other children,A1,failure to initiate social interactions,C4064666,
S0376,subject has very little in the way of sentences,A2,poorly integrated verbal communication,C1838026,
S0377,subject is not involved in interactive play,B4,unusual interest in sensory aspects of the environment,C4064319,
S0378,subject likes to spin and twirl,B4,unusual interest in sensory aspects of the environment,C0560859,
S0379,subject only plays by subject itself,B4,unusual interest in sensory aspects of the environment,C4064319,
S0380,subject only provides a fleeting eye contact,B2,need to take same route,C0870532,
S0381,subject seems very fixated on doing things in subject's own order,B4,unusual interest in sensory aspects of the environment,C3258227,
S0382,"subject will resist being held, hugged or shown physical affection",A1,failure to initiate social interactions,C2317765,
S0383,head banging on floor repeatedly,B4,unusual interest in sensory aspects of the environment,C0018672,
S0384,head banging,B4,visual fascination with lights,C0018672,
S0385,head shaking,B1,repetitive motor movements,C3669952,
S0386,high insistence on sameness,B2,insistence on sameness,C0455734,
S0387,high pitched quality of speech,A2,poorly integrated verbal communication,C0241703,
S0388,high repetitive sensory motion,B1,repetitive motor movements,C2054088,
S0389,high-pitched and repetitive vocalizations,B4,adverse response to specific sounds,C2018115,
S0390,his favorite activity is to walk around waving coat hangers in front of subject itself,B4,unusual interest in sensory aspects of the environment,C0560859,
S0391,his interactions with others tends to be quite limited,A1,failure to respond to social interactions,C4064666,
S0392,his play is described as intense,A3,difficulties in sharing imaginative play,C1822065,
S0393,his understanding of pragmatic language appears to be quite limited,A2,poorly integrated nonverbal communication,C2183452,
S0394,history of failure to develop peer relationships,A3,absence of interest in peers,C2143030,
S0395,hitting subject itself on head,B4,unusual interest in sensory aspects of the environment,C0424373,
S0396,home life skills,A3,difficulties adjusting behavior,C0678999,
S0397,hyper- or hypo-reactivity to sensory input,B4,hyper-reactivity to sensory input,C0152027,
S0398,interest in sensory aspects of environment,B4,unusual interest in sensory aspects of the environment,C4063022,
S0399,apparent indifference to cold,B4,apparent indifference to temperature,C0679463,
S0400,apparent indifference to pain,B4,apparent indifference to pain,C0679463,
S0401,apparent indifference to heat,B4,apparent indifference to temperature,C1862927,
S0402,adverse response to specific sounds,B4,adverse response to specific sounds,C0585349,
S0403,adverse response to specific sounds textures,B4,adverse response to specific sounds,C0585349,
S0404,excessive smelling or touching of objects,B4,excessive touching of objects,C0439815,
S0405,fascination with spinning objects,B4,visual fascination with lights,C0562463,
S0406,fascination with lights,B4,visual fascination with lights,C0085635,
S0407,hyper-reactivity to sensory input,B4,hyper-reactivity to sensory input,C0445254,
S0408,hypersensitive to stimuli,B4,hyper-reactivity to sensory input,C1855589,
S0409,idiosyncratic and routinized speech,B1,idiosyncratic phrases,C4064940,
S0410,idiosyncratic language abnormalities,A2,abnormalities in body language,C4064943,
S0411,"idiosyncratic movements, walking fingers across table",B1,idiosyncratic phrases,C0424248,
S0412,"if the routines of subject's life are broken, subject becomes quite angry",B4,unusual interest in sensory aspects of the environment,C0509487,
S0413,exhibits anger if an activity is disrupted,B2,extreme distress at small changes,C2048445,
S0414,ignoring questions,B3,highly restricted interests,C4036182,
S0415,imaginary play minimal,A3,difficulties in sharing imaginative play,C0032214,
S0416,imaginative cooperative play with other children in spontaneous pretend activities,A3,difficulties in sharing imaginative play,C1822065,
S0417,imaginative play,A3,difficulties in sharing imaginative play,C1822065,
S0418,imaginative play with peers,A3,difficulties in sharing imaginative play,C1822065,
S0419,imitation (learning),A3,difficulties adjusting behavior,C0042531,
S0420,imitative play,A3,difficulties in sharing imaginative play,C4064177,
S0421,imitative social play,A3,difficulties in sharing imaginative play,C0035820,
S0422,immoderate behavior,B4,unusual interest in sensory aspects of the environment,C0683303,
S0423,impaired social interactions,A1,failure to initiate social interactions,C0150080,
S0424,impairment in eye-to-eye gaze,A2,abnormalities in eye contact,C0553544,
S0425,impairment of communication capability,A2,abnormalities in body language,C0009460,
S0426,impairment of non-verval social interaction,A1,failure to respond to social interactions,C4064035,
S0427,impairment of peer relationship,A3,absence of interest in peers,C4064037,
S0428,impairment of peer relationships,A3,absence of interest in peers,C4064037,
S0429,impairment of play behavior,A2,abnormalities in body language,C4064319,
S0430,impairment of sharing good thing,A3,difficulties in making friends,C0233763,
S0431,impairment of social behavior,A1,failure to initiate social interactions,C4064038,
S0432,impairment of social or emotional reciprocity,A1,social-emotional reciprocity,C4064035,
S0433,impulse control and regulation,B1,repetitive motor movements,C0150632,
S0434,inability to play with other children,A1,failure to initiate social interactions,C0558182,
S0435,inappropriate eating behavior,A3,difficulties adjusting behavior,C0233522,
S0436,inappropriate facial expressions,A2,lack of facial expressions,C0015457,
S0437,inappropriate giggling,B4,excessive smelling,C0424304,
S0438,inappropriate questions or statements,B3,highly restricted interests,C4036182,
S0439,inconsistent eye contact,A2,lack of facial expressions,C0870532,
